timestamp,session,session_name,gear,brake_percent,throttle_percent,driver_name,vehicle_name,place
2025-08-11T20:04:02.549Z,5,Qualifying_1,1,32.88,49.6,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:02.653Z,5,Qualifying_1,1,33.78,49.6,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:02.762Z,5,Qualifying_1,1,34.41,49.6,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:02.869Z,5,Qualifying_1,1,34.95,49.6,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:02.975Z,5,Qualifying_1,1,35.26,49.6,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:03.080Z,5,Qualifying_1,1,35.45,49.6,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:03.186Z,5,Qualifying_1,1,35.54,49.6,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:03.290Z,5,Qualifying_1,1,35.56,47.62,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:03.397Z,5,Qualifying_1,1,35.23,46.83,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:03.506Z,5,Qualifying_1,1,34.87,46.83,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:03.611Z,5,Qualifying_1,1,34.58,46.83,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:03.717Z,5,Qualifying_1,1,34.34,46.83,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:03.824Z,5,Qualifying_1,1,34.02,45.24,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:03.935Z,5,Qualifying_1,1,33.58,43.73,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:04.041Z,5,Qualifying_1,1,32.87,40.87,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:04.148Z,5,Qualifying_1,1,31.99,40.87,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:04.255Z,5,Qualifying_1,1,31.44,40.87,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:04.360Z,5,Qualifying_1,1,31.03,40.87,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:04.467Z,5,Qualifying_1,1,30.58,40.48,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:04.573Z,5,Qualifying_1,1,30.25,40.48,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:04.682Z,5,Qualifying_1,1,29.98,40.48,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:04.788Z,5,Qualifying_1,1,29.75,40.48,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:04.894Z,5,Qualifying_1,1,29.59,40.48,Hugo PDVN,Manthey 2025 #90:LM,13
